Deployment,Enumerator,Status,Response Code,Drafted On,Submitted On,Approval Level,IP Address,cds_mwaterid,cds_type,cds_sanreg,cds_sanarea,cds_sanarea (other) - specify,contact - 1 - name,contact - 1 - title,contact - 1 - orng,contact - 1 - mtn,contact - 2 - name,contact - 2 - title,contact - 2 - orng,contact - 2 - mtn,survey_date,trans - bike - total,trans - bike - func,trans - bike - project,trans - car - total,trans - car - func,trans - car - project,trans - moto - total,trans - moto - func,trans - moto - project,trans - tuktuk - total,trans - tuktuk - func,trans - tuktuk - project,trans - ambul - total,trans - ambul - func,trans - ambul - project,generalstate,const_year,const_year (Don't Know),rehab - elec - year,rehab - elec - org,rehab - elec - org_other,rehab - bhole - year,rehab - bhole - org,rehab - bhole - org_other,rehab - pump - year,rehab - pump - org,rehab - pump - org_other,rehab - wtank - year,rehab - wtank - org,rehab - wtank - org_other,rehab - wsystem - year,rehab - wsystem - org,rehab - wsystem - org_other,rehab - incin - year,rehab - incin - org,rehab - incin - org_other,rehab - toilet - year,rehab - toilet - org,rehab - toilet - org_other,rehab - struct - year,rehab - struct - org,rehab - struct - org_other,rehab - roof - year,rehab - roof - org,rehab - roof - org_other,rehab - paint_ext - year,rehab - paint_ext - org,rehab - paint_ext - org_other,rehab - paint_int - year,rehab - paint_int - org,rehab - paint_int - org_other,rehab - res - year,rehab - res - org,rehab - res - org_other,room - wait - num,room - cons - num,room - mat - num,room - lab - num,room - stor - num,roof_type,roof_type (other) - specify,fence,cond - floor - state,cond - floor - needs,cond - wall - state,cond - wall - needs,cond - roof - state,cond - roof - needs,cond - door - state,cond - door - needs,cond - ceil - state,cond - ceil - needs,staffres,staffres_num,staffres_cond - floor - state,staffres_cond - floor - needs,staffres_cond - wall - state,staffres_cond - wall - needs,staffres_cond - roof - state,staffres_cond - roof - needs,staffres_cond - door - state,staffres_cond - door - needs,staffres_cond - ceil - state,staffres_cond - ceil - needs,staffres - water - pipewire,staffres - water - pipewire_func,staffres - water - taps_total,staffres - water - taps_func,staffres - elec - pipewire,staffres - elec - pipewire_func,staffres - elec - taps_total,staffres - elec - taps_func,energy_sys,energy_primsource,energy_source_backup,solar - panel - installed,solar - panel - num,solar - panel - cap,solar - batt - installed,solar - batt - num,solar - batt - cap,energy_light_total,energy_light_func,infra_pics
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6TLUPH,2020-03-16 12:14:17,2018-08-07 14:40:42,,154.73.62.98,4703840,Health Centre Type C,Oio,Ga-Mamudo,,,,,955427832,,,,,2018-08-07,0,0,,0,0,,1,0,,0,0,,,,,Good,2012,,,,,,,,,UNICEF,,,,,,UNICEF,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,,,Yes,Good,,Good,,Good,,Good,,Good,,Yes,2,Good,,Good,,Good,,Good,,Good,,No,No,,,Yes,Yes,,,Yes,Solar,None,,,,,,,12,12,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6TLUPH,2020-03-16 12:14:17,2018-08-07 14:40:42,,154.73.62.98,4703572,Health Centre Type C,Tombali,Calaque,,,,966139070,966572362,,,,,2018-08-07,0,0,,0,0,,2,1,,1,1,,,,,Good,1983,,,UNICEF,,,,,,UNICEF,,,,,,UNICEF,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,No,Good,,Good,,Good,,Good,,Good,,Yes,4,Good,,Good,,Good,,Good,,Good,,No,No,,,No,No,,,Yes,Solar,None,,6,250,,4,220,0,,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6TLUPH,2020-03-16 12:14:17,2018-08-07 14:40:42,,154.73.62.98,86688671,Health Centre Type C,Bafata,Ga-Gamamudo,,,,966918133,955351355,,,,,2018-08-07,0,0,,0,0,,2,1,,1,1,,,,,Good,1983,,,UNICEF,,,,,,UNICEF,,,UNICEF,,,UNICEF,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,,,No,Good,,Good,,Good,,Good,,Good,,Yes,4,Good,,Good,,Good,,Reasonable,,Good,,No,No,,,No,No,,,Yes,Solar,None,,6,250,,4,220,4,4,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6TLUPH,2020-03-16 12:14:17,2018-08-07 14:40:42,,154.73.62.98,4703857,Health Centre Type C,Bafata,Ga-Ture,,,,955290474,,,,,,2018-08-07,0,0,,0,0,,1,1,,1,1,,,,,Reasonable,1986,,,UNICEF,,,,,,,,,UNICEF,,,UNICEF,,,,,,,,,,,,,,,,,,,,,,,2,1,0,0,1,,,No,Good,,Good,,Reasonable,,Good,,Reasonable,,Yes,2,Good,,Good,,Reasonable,,Bad,,Bad,,No,No,,,No,No,,,Yes,Solar,None,,4,250,,4,220,5,5,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6TLUPH,2020-03-16 12:14:17,2018-08-07 14:40:42,,154.73.62.98,436164,Health Centre Type C,Cacheu,Pecixe ,,,,966761703,955383836,,,,,2018-08-07,1,0,,0,0,,1,0,,1,0,,,,,Good,1959,,,UNICEF,,,,,,UNICEF,,,UNICEF,,,UNICEF,,,,,,,,,UNICEF,,,UNICEF,,,UNICEF,,,UNICEF,,,,,2,1,1,1,1,Sandwich,,No,Good,,Good,,Good,,Good,,Good,,Yes,4,Bad,,Bad,,Bad,,Bad,,Bad,,No,No,,,Yes,No,,,Yes,Solar,None,,,,,,,5,5,https://api.mwater.co/v3/images/7de029275d9a459897ab0b9528f151d4; https://api.mwater.co/v3/images/e0beef9d5f9140a1b71d79c0a27ae96c; https://api.mwater.co/v3/images/ff234bfc10c34c1facd4be9e7457b48f
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6TLUPH,2020-03-16 12:14:17,2018-08-07 14:40:42,,154.73.62.98,436061,Health Centre Type C,Gabu,Canquelifa,,,,955208470,,,,,,2018-08-07,0,0,,0,0,,1,1,,1,1,,,,,Good,2011,,,UNICEF,,,,,,UNICEF,,,,,,UNICEF,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,,,Yes,Good,,Good,,Good,,Good,,Good,,No,,,,,,,,,,,,,,,,,,,,Yes,Solar,None,,,,,,,10,5,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6TLUPH,2020-03-16 12:14:17,2018-08-07 14:40:42,,154.73.62.98,4703826,Health Centre Type C,Bafata,Ga-Carnes,,,,966908066,,,,,,2018-08-07,0,0,,0,0,,1,1,,0,0,,,,,Reasonable,,True,,UNICEF,,,,,,UNICEF,,,UNICEF,,,UNICEF,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,,,No,Good,,Good,,Good,,Good,,Bad,,Yes,2,Good,,Good,,Reasonable,,Bad,,Bad,,No,No,,,No,No,,,Yes,Solar,None,,4,250,,4,220,0,,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6TLUPH,2020-03-16 12:14:17,2018-08-07 14:40:42,,154.73.62.98,436078,Health Centre Type C,Gabu,Cansisse,,,,955162739,,,,,,2018-08-07,0,0,,0,0,,1,1,,1,1,,,,,Good,2012,,,,,,,,,UNICEF,,,,,,UNICEF,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,,,No,Good,,Good,,Good,,Good,,Good,,No,,,,,,,,,,,,,,,,,,,,Yes,Solar,None,,,,,,,12,6,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6TLUPH,2020-03-16 12:14:17,2018-08-07 14:40:42,,154.73.62.98,4703596,Health Centre Type C,Bafata,Cambadju,,,,966918267,,,,,,2018-08-07,0,0,,1,1,,1,1,,0,0,,,,,Reasonable,,True,,UNICEF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,,,No,Good,,Reasonable,,Reasonable,,Bad,,Reasonable,,Yes,1,Good,,Good,,Good,,Good,,Good,,Yes,Yes,,,Yes,No,,,Yes,Solar,None,,4,250,,4,220,3,1,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6TLUPH,2020-03-16 12:14:17,2018-08-07 14:40:42,,154.73.62.98,436092,Health Centre Type C,Gabu,Dara,,,,966770084,,,,,,2018-08-07,0,0,,0,0,,1,1,,1,1,,,,,Good,2012,,,,,,,,,UNICEF,,,,,,UNICEF,,,,,,,,,,,,,,,UNICEF,,,UNICEF,,,,,2,1,1,1,2,,,Yes,Good,,Good,,Good,,Good,,Good,,No,,,,,,,,,,,,,,,,,,,,Yes,Solar,None,,,,,,,10,5,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6TLUPH,2020-03-16 12:14:17,2018-08-07 14:40:42,,154.73.62.98,4703967,Health Centre Type C,Oio,Mansaba,,,,,955464897,,,,,2018-08-07,0,0,,1,1,,1,1,,0,0,,,,,Reasonable,2012,,,,,,,,,UNICEF,,,,,,UNICEF,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,,,No,Good,,Good,,Good,,Good,,Bad,,Yes,4,Good,,Good,,Good,,Good,,Good,,No,No,,,Yes,Yes,,,Yes,Solar,None,,,,,,,20,20,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6TLUPH,2020-03-16 12:14:17,2018-08-07 14:40:42,,154.73.62.98,435981,Health Centre Type C,Bolama,Bolama,,,,966311850,955179387,,,,,2018-08-07,0,0,,0,0,,0,0,,1,1,,,,,Poor,,True,,,,,,,2017-01-01,UNICEF,,2017-01-01,UNICEF,,2017-01-01,UNICEF,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,Zinc sheeting,,No,Bad,,Bad,,Bad,,Bad,,Bad,,No,,,,,,,,,,,,,,,,,,,,Yes,Solar,None,,,,,,,0,,https://api.mwater.co/v3/images/49f310d7ad0549c5aba290a183c653f8; https://api.mwater.co/v3/images/925b23f2614944958d224f841139afa6; https://api.mwater.co/v3/images/47579b2e7bf846c49049d75196a6e3da
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6TLUPH,2020-03-16 12:14:17,2018-08-07 14:40:42,,154.73.62.98,436157,Health Centre Type C,Cacheu,Jeta,,,,966865841,,,,,,2018-08-07,1,0,,0,0,,1,0,,1,1,,,,,Good,,True,,UNICEF,,,,,,UNICEF,,,UNICEF,,,UNICEF,,,,,,,,,UNICEF,,,UNICEF,,,UNICEF,,,UNICEF,,,,,2,1,1,0,1,Sandwich,,No,Good,,Good,,Good,,Good,,Good,,No,,,,,,,,,,,,,,,,,,,,Yes,Solar,None,,,,,,,0,,https://api.mwater.co/v3/images/1a3642faa463449780cb2df9c572c148; https://api.mwater.co/v3/images/b89e1e44da50452ea2c4f52937f2321b; https://api.mwater.co/v3/images/216e124f6a3a4255bf6f95aa58869afc; https://api.mwater.co/v3/images/2b347d0c72c248d18bbd99752da06506; https://api.mwater.co/v3/images/24c8c42ba2a3430da7475d4eeeb68074; https://api.mwater.co/v3/images/52b52efa5d2b411486a816757dcad270
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6TLUPH,2020-03-16 12:14:17,2018-08-07 14:40:42,,154.73.62.98,4703871,Health Centre Type C,Farim,Guidage,,,,966784093,,,,,,2018-08-07,0,0,,0,0,,1,0,,0,0,,,,,Good,2012,,,,,,,,,UNICEF,,,,,,UNICEF,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,,,No,Good,,Good,,Good,,Good,,Good,,Yes,2,Good,,Good,,Good,,Good,,Good,,,,,,Yes,Yes,,,Yes,Solar,None,,,,,,,22,22,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6TLUPH,2020-03-16 12:14:17,2018-08-07 14:40:42,,154.73.62.98,4704377,Health Centre Type C,Tombali,Catio,,,,966084323,,,,,,2018-08-07,5,5,,0,0,,1,1,,0,0,,,,,Good,,True,,UNICEF,,,,,,UNICEF,,,,,,UNICEF,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,No,Good,,Good,,Good,,Reasonable,,Good,,Yes,3,Good,,Good,,Reasonable,,Reasonable,,Bad,,No,No,,,Yes,No,,,Yes,Solar,None,,6,250,,4,220,,,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6TLUPH,2020-03-16 12:14:17,2018-08-07 14:40:42,,154.73.62.98,4703644,Health Centre Type C,Tombali,Komo,,,,965741524,955741524,,,,,2018-08-07,1,0,,0,0,,1,0,,1,1,,,,,Good,,True,,UNICEF,,,,,,,,,,,,UNICEF,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,,,Yes,Good,,Good,,Good,,Good,,Good,,Yes,4,Good,,Good,,Bad,,Good,,Reasonable,,Yes,Yes,,,Yes,No,,,No,,,,,,,,,,,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6TLUPH,2020-03-16 12:14:17,2018-08-07 14:40:42,,154.73.62.98,436126,Health Centre Type C,Gabu,Pirada,,,,966608100,955708100,,,,,2018-08-07,0,0,,0,0,,1,1,,1,1,,,,,Good,2012,,2017-01-01,UNICEF,,,,,2017-01-01,UNICEF,,,,,2017-01-01,UNICEF,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,0,Zinc sheeting,,No,Good,,Good,,Good,,Good,,Good,,Yes,1,Good,,Good,,Good,,Good,,Good,,,,,,Yes,No,,,Yes,Solar,None,,,,,,,16,4,https://api.mwater.co/v3/images/5f9e49ba56dd41c5a8b7c5ca5cb1e36a
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6TLUPH,2020-03-16 12:14:17,2018-08-07 14:40:42,,154.73.62.98,436133,Health Centre Type C,Gabu,Pitche,,,,966608204,955741203,,,,,2018-08-07,0,0,,0,0,,3,1,,1,1,,,,,Good,2012,,,,,,,,,,,,,,,UNICEF,,,,,,,,,,,,,,,UNICEF,,,UNICEF,,,,,2,1,1,1,2,,,Yes,Good,,Good,,Good,,Good,,Good,,Yes,1,Good,,Good,,Good,,Good,,Good,,,,,,Yes,Yes,,,Yes,Solar,None,,,,,,,25,25,https://api.mwater.co/v3/images/52cfffda986d41ccb646a26bd4dea1f6; https://api.mwater.co/v3/images/79238a061c6f444da5d21816eabaa096; https://api.mwater.co/v3/images/17f9a55fe1004b0f8be96693e06bcbb4
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6TLUPH,2020-03-16 12:14:17,2018-08-07 14:40:42,,154.73.62.98,436119,Health Centre Type C,Gabu,Mansadjam,,,,955414654,,,,,,2018-08-07,0,0,,0,0,,1,1,,1,1,,,,,Reasonable,2011,,,UNICEF,,,,,,UNICEF,,,,,,UNICEF,,,,,,,,,,,,UNICEF,,,,,,,,,,,1,1,1,0,1,Sandwich,,No,Good,,Good,,Good,,Good,,Good,,No,,,,,,,,,,,,,,,,,,,,Yes,Solar,None,,,,,,,7,3,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6TLUPH,2020-03-16 12:14:17,2018-08-07 14:40:42,,154.73.62.98,4703527,Health Centre Type C,Bafata,Xitole,,,,966283380,,,,,,2018-08-07,0,0,,0,0,,1,1,,1,1,,,,,Good,1986,,,UNICEF,,,,,,,,,UNICEF,,,UNICEF,,,,,,,,,,,,,,,,,,,,,,,2,1,1,0,0,,,No,Good,,Good,,Good,,Good,,Good,,Yes,2,Good,,Good,,Good,,Good,,Good,,No,No,,,Yes,Yes,,,Yes,Solar,None,,4,250,,4,220,8,8,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6TLUPH,2020-03-16 12:14:17,2018-08-07 14:40:42,,154.73.62.98,4704126,Health Centre Type C,Oio,Portugol,,,,966930129,,,,,,2018-08-07,0,0,,0,0,,1,1,,0,0,,,,,Reasonable,2012,,,,,,,,,UNICEF,,,,,,UNICEF,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,,,Yes,Good,,Good,,Reasonable,,Good,,Bad,,Yes,2,Good,,Good,,Good,,Good,,Bad,,,,,,Yes,No,,,Yes,Solar,None,,,,,,,19,2,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6TLUPH,2020-03-16 12:14:17,2018-08-07 14:40:42,,154.73.62.98,4703510,Health Centre Type C,Bafata,Tendinto,,,,966471697,,,,,,2018-08-07,0,0,,1,0,,1,1,,1,1,,,,,Reasonable,,True,,UNICEF,,,,,,,,,UNICEF,,,UNICEF,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,,,No,Good,,Good,,Reasonable,,Good,,Bad,,Yes,4,Good,,Good,,Reasonable,,Good,,Bad,,No,No,,,No,No,,,Yes,Solar,None,,6,250,,4,220,0,,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6TLUPH,2020-03-16 12:14:17,2018-08-07 14:40:42,,154.73.62.98,4704281,Health Centre Type C,Tombali,Calaque,,,,966630398,955316355,,,,,2018-08-07,0,0,,0,0,,1,0,,1,1,,,,,Reasonable,2013,,,,,,,,,,,,,,,UNICEF,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,,,No,Reasonable,,Reasonable,,Good,,Good,,Reasonable,,No,,,,,,,,,,,,,,,,,,,,Yes,Solar,None,,,,,,,14,1,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6TLUPH,2020-03-16 12:14:17,2018-08-07 14:40:42,,154.73.62.98,436102,Health Centre Type C,Gabu,Mafanco,,,,966673488,966750911,,,,,2018-08-07,0,0,,0,0,,1,1,,0,0,,,,,Good,2012,,,,,,,,,,,,,,,UNICEF,,,,,,,,,,,,,,,UNICEF,,,UNICEF,,,,,2,1,1,0,1,,,No,Good,,Good,,Good,,Good,,Good,,Yes,2,,,,,,,,,,,,,,,Yes,Yes,,,Yes,Solar,None,,,,,,,14,14,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6TLUPH,2020-03-16 12:14:17,2018-08-07 14:40:42,,154.73.62.98,436171,Health Centre Type C,SAB,Ajuda,,,,,,,,,,2018-08-07,2,2,,0,0,,1,1,,0,0,,,,,Good,,True,,,,,,,,,,,,,,UNICEF,,,,,,,,,,,,,,,,,,,,,,,3,1,1,1,1,,,Yes,Good,,Good,,Good,,Good,,Good,,No,,,,,,,,,,,,,,,,,,,,Yes,Grid,Generator,,,,,,,24,10,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6TLUPH,2020-03-16 12:14:17,2018-08-07 14:40:42,,154.73.62.98,4703754,Health Centre Type C,Oio,Encheia,,,,969164237,,,,,,2018-08-07,0,0,,0,0,,2,2,,0,0,,,,,Reasonable,2012,,,,,,,,,UNICEF,,,,,,UNICEF,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,,,No,Good,,Good,,Reasonable,,Good,,Reasonable,,Yes,2,Good,,Good,,Good,,Good,,Good,,Yes,Yes,,,Yes,Yes,,,Yes,Solar,None,,,,,,,10,10,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6TLUPH,2020-03-16 12:14:17,2018-08-07 14:40:42,,154.73.62.98,436016,Health Centre Type C,Bijagos,Formosa,,,,966197551,,,,,,2018-08-07,0,0,,0,0,,1,1,,1,1,,,,,Good,,True,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2018-01-01,UNICEF,,2,1,1,0,1,Sandwich,,No,Good,,Good,,Good,,Good,,Good,,Yes,2,Reasonable,,Reasonable,,Bad,,Bad,,Bad,,No,No,,,No,No,,,Yes,Solar,None,,4,250,,4,220,0,,https://api.mwater.co/v3/images/9ae99300addc4716b929743d89a26b1c; https://api.mwater.co/v3/images/423a4b5c44504d11b9677a218df96224
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6TLUPH,2020-03-16 12:14:17,2018-08-07 14:40:42,,154.73.62.98,4703675,Health Centre Type C,Bolama,Sao-Joao ,,,,966399992,966338316,,,,,2018-08-07,0,0,,0,0,,1,1,,1,1,,,,,Good,2007,,,UNICEF,,,,,,UNICEF,,,UNICEF,,,UNICEF,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,,,Yes,Good,,Good,,Good,,Good,,Good,,No,,,,,,,,,,,,,,,,,,,,Yes,Solar,None,,4,250,,4,220,0,,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6TLUPH,2020-03-16 12:14:17,2018-08-07 14:40:42,,154.73.62.98,436085,Health Centre Type C,Gabu,Dandum,,,,955562356,,,,,,2018-08-07,0,0,,1,1,,1,1,,0,0,,,,,Good,2012,,2017-01-01,UNICEF,,,,,2017-01-01,UNICEF,,2017-01-01,UNICEF,,2017-01-01,UNICEF,,,,,,,,,,,,,,2017-01-01,UNICEF,,2017-01-01,UNICEF,,,,,2,1,1,0,1,Zinc sheeting,,Yes,Good,,Good,,Good,,Good,,Good,,Yes,1,Good,,Good,,Good,,Good,,Bad,,No,No,,,Yes,Yes,,,Yes,Solar,None,,,,,,,17,17,https://api.mwater.co/v3/images/eac4f96bb05e4bfa9f3621e20afebffc
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6TLUPH,2020-03-16 12:14:17,2018-08-07 14:40:42,,154.73.62.98,4703338,Health Centre Type C,Oio,Binar,,,,,955462515,,,,,2018-08-07,0,0,,0,0,,2,2,,0,0,,,,,Reasonable,2012,,,,,,,,,UNICEF,,,,,,UNICEF,,,,,,,,,,,,,,,,,,,,,,,2,1,1,0,1,,,No,Good,,Good,,Good,,Good,,Bad,,Yes,2,Good,,Good,,Good,,Good,,Bad,,,,,,Yes,Yes,,,Yes,Solar,None,,,,,,,16,16,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6TLUPH,2020-03-16 12:14:17,2018-08-07 14:40:42,,154.73.62.98,4704274,Health Centre Type C,Tombali,Timbo,,,,966754238,,,,,,2018-08-07,0,0,,0,0,,1,0,,1,0,,,,,Good,2008,,,UNICEF,,,,,,UNICEF,,,,,,UNICEF,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,,,No,Good,,Good,,Good,,Good,,Good,,Yes,4,Good,,Good,,Good,,Good,,Good,,,,,,No,No,,,Yes,Solar,None,,6,250,,4,220,0,,
Data Upload from old survey,kingsley.chris,Final,Fredrik Asplund-6TLUPH,2020-03-16 12:14:17,2018-08-07 14:40:42,,154.73.62.98,4704322,Health Centre Type C,Tombali,Bedanda,,,,955442433,,,,,,2018-08-07,0,0,,0,0,,1,1,,0,0,,,,,Good,2013,,,UNICEF,,,,,,UNICEF,,,UNICEF,,,UNICEF,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,,,No,Good,,Good,,Bad,,Good,,Good,,Yes,4,Good,,Good,,Reasonable,,Good,,Good,,Yes,Yes,,,Yes,Yes,,,Yes,Solar,None,,6,250,,4,220,7,7,
Data Upload from old survey,kingsley.chris,Final,Bubacar-6TLYJY,2020-03-16 12:14:17,2018-08-07 15:57:12,,154.73.62.98,4703486,Health Centre Type B,Quinara,Buba,,,,,,,,,,2018-08-07,,,,,,,,,,,,,,,,Good,,,2018-01-01,IMVF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Solar,Solar,2018-01-01,2,,,,,35,35,https://api.mwater.co/v3/images/861c00922e8744a78f9af7745fd6bddd; https://api.mwater.co/v3/images/f015a279ef724ec7a005823fdb5d9a86; https://api.mwater.co/v3/images/a2a7862b3a7f4562aa031dcf32290147; https://api.mwater.co/v3/images/58ec0e9e623143caa445fc14e1581a07; https://api.mwater.co/v3/images/c550af1c15264097bdf9bbdd79e64dd0
Data Upload from old survey,kingsley.chris,Final,Bubacar-6TLYR4,2020-03-16 12:14:17,2018-08-07 16:02:05,,154.73.62.98,4703493,Regional Hospital,Bijagos,Bubaque,,,,,,,,,,2018-08-07,,,,,,,,,,,,,,,,Good,,,2018-01-01,IMVF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Solar,Solar,2018-01-01,4,,,,,35,35,
Data Upload from old survey,kingsley.chris,Final,Bubacar-6TLZHC,2020-03-16 12:14:17,2018-08-07 16:17:36,,154.73.62.98,4703462,Health Centre Type A,Bolama,Bolama,,,,,,,,,,2018-08-07,,,,,,,,,,,,,,,,Good,,,,,,,,,,,,,,,2018-01-01,IMVF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Solar,,,,,,,,,,
Data Upload from old survey,kingsley.chris,Final,Bubacar-6TMV5W,2020-03-16 12:14:17,2018-08-08 09:12:46,,154.73.62.98,4703668,Regional Hospital,Tombali,Catio,,,,,,,,,,2018-08-07,,,,,,,,,,,,,,,,Good,,,2018-01-01,IMVF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Solar,,2018-01-01,2,,,,,,,
Data Upload from old survey,kingsley.chris,Final,Bubacar-6TMVF5,2020-03-16 12:14:17,2018-08-08 09:14:39,,154.73.62.98,4703486,Health Centre Type B,Quinara,Buba,,,,,,,,,,2018-08-06,,,,,,,,,,,,,,,,Good,,,2018-01-01,IMVF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Solar,Solar,,,,,,,,,
Data Upload from old survey,kingsley.chris,Final,Bubacar-6TMVJP,2020-03-16 12:14:17,2018-08-08 09:16:40,,154.73.62.98,4703462,Health Centre Type A,Bolama,Bolama,,,,,,,,,,2018-08-06,,,,,,,,,,,,,,,,Good,,,2018-01-01,IMVF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Yes,Solar,Solar,2018-01-01,,,,,,,,
Data Upload from old survey,kingsley.chris,Final,Bubacar-6TMVNA,2020-03-16 12:14:17,2018-08-08 09:18:17,,154.73.62.98,4703493,Health Centre Type A,Bijagos,Bubaque,,,,,,,,,,2018-08-06,,,,,,,,,,,,,,,,Good,,,2018-01-01,IMVF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cement,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Solar,Generator,2018-01-01,,,,,,,,
Data Upload from old survey,kingsley.chris,Final,Bubacar-6TMVRB,2020-03-16 12:14:17,2018-08-08 09:19:45,,154.73.62.98,4703974,Regional Hospital,Oio,Mansoa,,,,,,,,,,2018-08-06,,,,,,,,,,,,,,,,Good,,,2018-01-01,IMVF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Solar,,2018-01-01,,,,,,,,
