jmp_hyg_svclvl,jmp_hyg_avail,jmp_hyg_soap,jmp_waste_svclvl,jmp_waste_3bins,jmp_waste_sharps,jmp_waste_inf,jmp_wat_svclvl,jmp_wat_imp,jmp_wat_none,jmp_wat_dist,enum,status,rcode,hcf_mwaterid,hcf_type,reg_san,area_san,area_san_other,cont1_name,cont1_title,cont1_orng,cont1_mtn,cont2_name,cont2_title,cont2_orng,cont2_mtn,survey_date,staff_docs_all,Staffing of the health facility: Doctors - Number of male staff,Staffing of the health facility: Doctors - Number of female staff,Staffing of the health facility: Nurses - Total number of staff,Staffing of the health facility: Nurses - Number of male staff,Staffing of the health facility: Nurses - Number of female staff,Staffing of the health facility: Midwives - Total number of staff,Staffing of the health facility: Midwives - Number of male staff,Staffing of the health facility: Midwives - Number of female staff,Staffing of the health facility: Lab technicians - Total number of staff,Staffing of the health facility: Lab technicians - Number of male staff,Staffing of the health facility: Lab technicians - Number of female staff,Staffing of the health facility: Pharmacists - Total number of staff,Staffing of the health facility: Pharmacists - Number of male staff,Staffing of the health facility: Pharmacists - Number of female staff,Staffing of the health facility: Service staff - Total number of staff,Staffing of the health facility: Service staff - Number of male staff,Staffing of the health facility: Service staff - Number of female staff,Staffing of the health facility: Drivers - Total number of staff,Staffing of the health facility: Drivers - Number of male staff,Staffing of the health facility: Drivers - Number of female staff,Staffing of the health facility: Guards - Total number of staff,Staffing of the health facility: Guards - Number of male staff,Staffing of the health facility: Guards - Number of female staff,wp_mwaterid,wp_jmptype,watsys_exists,watsys_type,watsys_tank_cap,watsys_tank_type,wp_dist,water_available_today,watsys_taps,watsys_taps_total,watsys_taps_func,toilet_outpat,How many toilets are available for patients? ,How many toilets are available for patients?  (Asked),How many patient toilets are working? ,How many patient toilets are working?  (Asked),Are the patient toilets clean?,Are the patient toilets clean? (Asked),Is there a registry of cleaning at the patients toilet?,Is there a registry of cleaning at the patients toilet? (Asked),Are the patient toilets smelling?,Are the patient toilets smelling? (Asked),Are there flies in the patient toilets?,Are there flies in the patient toilets? (Asked),Are the patient toilets lit during the night?,Are the patient toilets lit during the night? (Asked),toilet_staff,How many toilets of any kind are available exclusively for staff? ,How many toilets of any kind are available exclusively for staff?  (Asked),How many staff toilets are working? ,How many staff toilets are working?  (Asked),toilet_mhm,"Is there at least one usable improved toilet designated for women and girls, which provides facilities to manage menstrual hygiene needs? (Asked)",toilet_hcap,Is there at least one usable improved toilet that meets the needs of people with reduced mobility? (Asked),Please take some photos of the latrines,handw_today_poc,handw_today_toilet,How many consultation rooms have a handwashing basin?,How many consultation rooms have a handwashing basin that works?,How many consultation rooms have a handwashing basin that works? (Asked),waste_3bins,waste_sharps,waste_infect,Is there an inicnerator at the center?,Is there an inicnerator at the center? (Other (please specify)) - specify,Please take a photo of the incinerator,Are cleaning protocols available?,Have all staff responsible for cleaning received training? ,Health facility > Unique ID,Community > Unique ID,Hygiene service level for health facility,Functional hand hygiene stations available at the selected point of care ,Handwashing facilities with soap and water available at toilets ,Health facility > Unique ID,Community > Unique ID,Healthcare waste service level for health facility,Is waste safely segregated into at least three labelled bins in the consultation area? ,Sharps waste disposal,How does this facility usually treat / dispose of infectious waste? ,Health facility > Unique ID,Sanitation facility > Unique ID,Community > Unique ID,jmp_san_svclvl,jmp_san_usable,jmp_san_mhm,jmp_san_staff,jmp_san_hcap,jmp_cln_svclvl,jmp_cln_prot,jmp_cln_staff,hcf_name,submitted_date,lat,lon
No service,No,No,No service,No,Unsafe,Unsafe,Limited,Improved,,Water is available on premises,kingsley.chris,Final,Fredrik Asplund-6T99YZ063,4704432,Health Centre Type C,Quinara,Buba,,,,,,,,,,2016-03-29,0,,,0,,,0,,,0,,,,,,0,,,,,,0,,,,Tubewell / borehole,No,,,,On premises,No ,No taps inside,,,"No, unimproved or no toilets at the facility",,False,,False,,False,,False,,False,,False,,False,No,,False,,False,,False,,False,,"No, no hand hygiene stations are available","No, no handwashing facilities are available",0,,False,No,Open burning,Open burning,No,,,No,,4704432,,No service,No,No,4704432,,No service,No,Unsafe,Unsafe,4704432,,,No service,No,,No,,,No,,Batambali,2018-08-03 14:27:42,11.520604,-15.036232
Limited,,Yes,,,,,,Improved,,,kingsley.chris,Final,Fredrik Asplund-6T99YZ130,4704205,Health Centre Type A,Cacheu,Sao Domingos ,,,,955252244,,,,,,2016-03-29,2,,,11,,,4,,,2,,,,,,5,,,,,,3,,,,Tubewell / borehole,"Yes, and it works",Solar pump from own waterpoint,2,PVC,,"Yes, observed","Yes, water comes from at least one tap",87,63,"Yes, at least one usable improved toilet",9,True,9,True,Yes,True,No,True,No,True,No,True,Yes,True,Yes,5,True,5,True,,True,,True,https://api.mwater.co/v3/images/522eacde626d4117878a6188bb09318b; https://api.mwater.co/v3/images/c5389824ada043b99d3d8ac3973118c5,,Yes,1,1,True,,,,"Yes, in use",,https://api.mwater.co/v3/images/ae82f5c295df4133aec9a800c6f15324,No,,4704205,,Limited,,Yes,4704205,,,,,,4704205,,,,Yes,,Yes,,,No,,Sao Domingos,2018-08-03 14:27:42,12.40051,-16.19771
No service,No,No,Limited,,Unsafe,Unsafe,Limited,Improved,,Water is available on premises,kingsley.chris,Final,Fredrik Asplund-6T99YZ058,4703266,Health Centre Type C,Cacheu,Barro,,,,969275538,,,,,,2016-03-29,0,,,2,,,1,,,0,,,,,,1,,,,,,0,,,6362377,Tubewell / borehole,"Yes, but it does not work",Electrical pump (Grid/generator) from own waterpoint,3.75,Metal,On premises,No ,"No, the tap inside does not give water",19,,"No, unimproved or no toilets at the facility",,False,,False,,False,,False,,False,,False,,False,No,,False,,False,,False,,False,,"No, hand hygiene stations are available but not functional, or lacking materials","No, handwashing facilities are available but not functional, or lacking soap and/or water",1,0,True,Bins are present but don't meet all requirements,Open burning,Open burning,"Yes, but not working",,,No,,4703266,,No service,No,No,4703266,,Limited,,Unsafe,Unsafe,4703266,,,No service,No,,No,,,No,,Barro,2018-08-03 14:27:42,12.3896,-15.62206
Basic,Yes,Yes,Limited,,Safe,Safe,Basic,Improved,,Water is available on premises,kingsley.chris,Final,Fredrik Asplund-6T99YZ070,4704188,Health Centre Type C,Tombali,Bedanda,,,,966681339,,,,,,2016-03-29,1,,,3,,,0,,,0,,,,,,2,,,,,,2,,,,Tubewell / borehole,"Yes, and it works",Electrical pump (Grid/generator) from own waterpoint,4,PEAD,On premises,"Yes, observed","Yes, water comes from at least one tap",5,5,"No, unimproved or no toilets at the facility",,False,,False,,False,,False,,False,,False,,False,Yes,1,True,1,True,,False,,False,,Yes,Yes,0,,False,Bins are present but don't meet all requirements,Incinerated (brick incinerator),Incinerated (brick incinerator),"Yes, in use",,,No,,4704188,,Basic,Yes,Yes,4704188,,Limited,,Safe,Safe,4704188,,,No service,No,,Yes,,,No,,Bedanda,2018-08-03 14:27:42,11.34976,-15.10201
Basic,Yes,Yes,Limited,,Safe,Safe,Limited,Improved,,Water is available on premises,kingsley.chris,Final,Fredrik Asplund-6T99YZ087,4703637,Health Centre Type C,Cacheu,Carenque,,,,966620808,,,,,,2016-03-29,0,,,1,,,1,,,0,,,,,,1,,,,,,0,,,,Tubewell / borehole,"Yes, but it does not work",Electrical pump (Grid/generator) from own waterpoint,2,Cement,On premises,No ,"No, the tap inside does not give water",5,,"Yes, at least one usable improved toilet",1,True,1,True,Yes,True,No,True,No,True,No,True,No,True,Yes,1,True,1,True,"No, female-only toilets do not have menstrual hygiene facilities",True,No,True,,Yes,Yes,0,,False,Bins are present but don't meet all requirements,Incinerated (brick incinerator),Incinerated (brick incinerator),"Yes, in use",,,No,,4703637,,Basic,Yes,Yes,4703637,,Limited,,Safe,Safe,4703637,,,Limited,Yes,No,Yes,No,,No,,Carenque,2018-08-03 14:27:42,11.95727,-15.99037
,,No,,,,,,Improved,,,kingsley.chris,Final,Fredrik Asplund-6T99YZ045,4703929,Health Centre Type C,Quinara,Buba,,,,966135280,,,,,,2016-03-29,0,,,3,,,0,,,0,,,,,,1,,,,,,0,,,,Protected dug well,No,,,,,No ,No taps inside,,,"Yes, at least one usable improved toilet",4,True,4,True,Yes,True,No,True,No,True,No,True,Yes,True,No,,False,,False,,True,,True,https://api.mwater.co/v3/images/23222d292cb543dcb56dd132cf0a341f,,"No, no handwashing facilities are available",1,0,True,,,,"Yes, but not working",,,No,,4703929,,,,No,4703929,,,,,,4703929,,,Limited,Yes,,No,,,No,,Indjassane,2018-08-03 14:27:42,11.74354,-14.98396
Limited,,Yes,,,,,,Improved,,,kingsley.chris,Final,Fredrik Asplund-6T99YZ014,4703840,Health Centre Type C,Oio,Ga-Mamudo,,,,,955427832,,,,,2016-03-29,0,,,3,,,0,,,0,,,,,,1,,,,,,0,,,6380788,Tubewell / borehole,"Yes, but it does not work",Solar pump from own waterpoint,5,PEAD,,No ,"No, the tap inside does not give water",6,,"No, unimproved or no toilets at the facility",,False,,False,,False,,False,,False,,False,,False,Yes,1,True,1,True,,False,,False,https://api.mwater.co/v3/images/63548a12e16148e7bf43fd59aa1ad050; https://api.mwater.co/v3/images/a9b40c8e6c744262a6edc28272707841; https://api.mwater.co/v3/images/200863e5a8b64d478b310d5c5a8986a6; https://api.mwater.co/v3/images/efc04fc955ac4acd99d79889d8032a30; https://api.mwater.co/v3/images/50840f93595b421b86ca4aff5872ae84,,Yes,1,0,True,,,,"Yes, in use",,https://api.mwater.co/v3/images/0135eb17fcf84e34bb2607a6d1e49872; https://api.mwater.co/v3/images/1175130b32d64557a8d7e6a4d3d7d22e,No,,4703840,,Limited,,Yes,4703840,,,,,,4703840,,,No service,No,,Yes,,,No,,Ga-Mamudo,2018-08-03 14:27:42,12.03217,-15.08917
Limited,,Yes,,,,,,Improved,,,kingsley.chris,Final,Fredrik Asplund-6T99YZ116,4703974,Regional Hospital,Oio,Mansoa,,,,95582091,,,,,,2016-03-29,8,,,24,,,3,,,2,,,,,,11,,,,,,3,,,6379845,Tubewell / borehole,"Yes, and it works",Solar pump from own waterpoint,20,Cement,,"Yes, observed","Yes, water comes from at least one tap",48,,"Yes, at least one usable improved toilet",5,True,5,True,Yes,True,No,True,No,True,No,True,Yes,True,Yes,6,True,6,True,,True,,True,https://api.mwater.co/v3/images/bcf00a754b904afb978210c4453b8a3b; https://api.mwater.co/v3/images/a2fc3c7979ee4df5877c88486f73daea,,Yes,1,1,True,,,,"Yes, but not working",,https://api.mwater.co/v3/images/b7532439d26b4bee8b19ee81b976aa25,No,,4703974,,Limited,,Yes,4703974,,,,,,4703974,,,,Yes,,Yes,,,No,,Mansoa,2018-08-03 14:27:42,12.07884,-15.31419
Basic,Yes,Yes,Limited,,Safe,Safe,Basic,Improved,,Water is available on premises,kingsley.chris,Final,Fredrik Asplund-6T99YZ112,4703819,Regional Hospital,Gabu,Gabu,,,,966820471,955510537,,,,,2018-08-07,5,,,24,,,4,,,5,,,,,,14,,,,,,1,,,,Tubewell / borehole,"Yes, and it works",Solar pump from own waterpoint,10,Cement,On premises,"Yes, observed","Yes, water comes from at least one tap",20,20,"Yes, at least one usable improved toilet",10,True,10,True,Yes,True,No,True,No,True,No,True,Yes,True,Yes,7,True,7,True,Yes,True,Yes,True,,Yes,Yes,2,2,True,Bins are present but don't meet all requirements,"Incinerated (two chamber, 850-1000C incinerator)","Incinerated (two chamber, 850-1000C incinerator)","Yes, in use",,,No,,4703819,,Basic,Yes,Yes,4703819,,Limited,,Safe,Safe,4703819,,,Basic,Yes,Yes,Yes,Yes,,No,,Gabu,2018-08-03 14:27:42,12.281667,-14.2175
,,,,,,,Basic,Improved,,Water is available on premises,kingsley.chris,Final,Fredrik Asplund-6T99YZ134,4704267,Health Centre Type C,Tombali,Timbo,,,,966724431,,,,,,2016-03-29,0,,,2,,,0,,,0,,,,,,1,,,,,,0,,,6402189,Tubewell / borehole,"Yes, and it works",Hand pump to tank from own waterpoint ,4,PEAD,On premises,"Yes, observed","Yes, water comes from at least one tap",14,1,"No, improved toilets are present but not usable",1,True,0,True,,True,,True,,True,,True,,True,No,,False,,False,,True,,True,,,,1,1,True,,,,"Yes, in use",,,No,,4704267,,,,,4704267,,,,,,4704267,,,Limited,No,,No,,,No,,Timbo,2018-08-03 14:27:42,11.42406,-15.17356
Basic,Yes,Yes,Limited,,Safe,Safe,Basic,Improved,,Water is available on premises,kingsley.chris,Final,Fredrik Asplund-6T99YZ089,4704353,Maternal/Child Health Clinic,Bafata,Bafata,,,,955493052,,,,,,2016-03-29,1,,,7,,,2,,,0,,,,,,2,,,,,,1,,,,Piped water inside Health Center,"Yes, and it works",Directly from grid,0,No Reservoir,On premises,"Yes, observed","Yes, water comes from at least one tap",8,8,"Yes, at least one usable improved toilet",1,True,1,True,Yes,True,No,True,No,True,No,True,No,True,Yes,1,True,1,True,,True,Yes,True,,Yes,Yes,0,,False,Bins are present but don't meet all requirements,Incinerated (brick incinerator),Incinerated (brick incinerator),"Yes, in use",,,No,,4704353,,Basic,Yes,Yes,4704353,,Limited,,Safe,Safe,4704353,,,,Yes,,Yes,Yes,,No,,CMI Bafata,2018-08-03 14:27:42,12.174725,-14.654392
Basic,Yes,Yes,Limited,,Unsafe,Unsafe,Limited,Improved,,Water is available on premises,kingsley.chris,Final,Fredrik Asplund-6T99YZ073,4703235,Health Centre Type B,SAB,Bandim,,,,955315361,,,,,,2016-03-29,2,,,17,,,5,,,4,,,,,,6,,,,,,1,,,,Piped water inside Health Center,"Yes, but it does not work",Directly from grid,0,No Reservoir,On premises,No ,"No, the tap inside does not give water",,,"Yes, at least one usable improved toilet",5,True,5,True,Yes,True,Yes,True,Yes,True,No,True,Yes,True,Yes,2,True,2,True,"No, female-only toilets do not have menstrual hygiene facilities",True,Yes,True,https://api.mwater.co/v3/images/deed7e58660f4f6782e152ed52aad33b; https://api.mwater.co/v3/images/8b0dc5b4272442df87b04c4a0fb825df,Yes,Yes,5,0,True,Bins are present but don't meet all requirements,Open burning,Open burning,"Yes, but not working",,,No,,4703235,,Basic,Yes,Yes,4703235,,Limited,,Unsafe,Unsafe,4703235,,,Limited,Yes,No,Yes,Yes,,No,,Bandim,2018-08-03 14:27:42,11.88189,-15.5971
,,,,,,,,Improved,,,kingsley.chris,Final,Fredrik Asplund-6T99YZ097,4703699,Health Centre Type B,Bafata,Cosse,,,,955713462,,,,,,2016-03-29,2,,,4,,,0,,,1,,,,,,2,,,,,,0,,,,Tubewell / borehole,"Yes, and it works",Solar pump from own waterpoint,4,Metal,,"Yes, observed","Yes, water comes from at least one tap",31,2,"No, improved toilets are present but not usable",5,True,0,True,,True,,True,,True,,True,,True,No,,False,,False,,True,,True,,,,1,1,True,,,,"Yes, but not working",,,No,,4703699,,,,,4703699,,,,,,4703699,,,Limited,No,,No,,,No,,Cosse,2018-08-03 14:27:42,11.952103,-14.638096
Basic,Yes,Yes,Limited,,Unsafe,Unsafe,Limited,Improved,,Water is available on premises,kingsley.chris,Final,Fredrik Asplund-6T99YZ104,4704425,Health Centre Type B,Quinara,Empada,,,,966113918,955103350,,,,,2016-03-29,0,,,9,,,1,,,1,,,,,,3,,,,,,0,,,6397452,Tubewell / borehole,"Yes, but it does not work",Solar pump from own waterpoint,4,PEAD,On premises,No ,"No, the tap inside does not give water",0,,"No, improved toilets are present but not usable",3,True,0,True,Yes,True,,True,No,True,No,True,No,True,Yes,4,True,4,True,"No, there are no female-only toilets",True,No,True,,Yes,Yes,3,3,True,Bins are present but don't meet all requirements,Open burning,Open burning,"Yes, but not working",,,No,,4704425,,Basic,Yes,Yes,4704425,,Limited,,Unsafe,Unsafe,4704425,,,Limited,No,No,Yes,No,,No,,Empada,2018-08-03 14:27:42,11.5433,-15.230608
,,No,,,,,,Improved,,,kingsley.chris,Final,Fredrik Asplund-6T99YZ091,4703668,Regional Hospital,Tombali,Catio,,,,966720298,955720298,,,,,2016-03-29,3,,,19,,,0,,,1,,,,,,4,,,,,,1,,,,Tubewell / borehole,"Yes, and it works",Solar pump from own waterpoint,10,PEAD,,"Yes, observed","Yes, water comes from at least one tap",58,52,"Yes, at least one usable improved toilet",3,True,3,True,Yes,True,No,True,Yes,True,No,True,No,True,Yes,2,True,2,True,,True,,True,,,"No, no handwashing facilities are available",1,1,True,,,,No,,,No,,4703668,,,,No,4703668,,,,,,4703668,,,,Yes,,Yes,,,No,,Catio,2018-08-03 14:27:42,11.28435,-15.25556
Limited,,Yes,,,,,,Improved,,,kingsley.chris,Final,Fredrik Asplund-6T99YZ029,4704212,Health Centre Type C,Tombali,Komo,,,,966662893,,,,,,2016-03-29,0,,,1,,,0,,,0,,,,,,1,,,,,,0,,,6405216,Tubewell / borehole,"Yes, and it works",Electrical pump (Grid/generator) from own waterpoint,0.5,Cement,,"Yes, observed","Yes, water comes from at least one tap",9,7,"No, improved toilets are present but not usable",1,True,0,True,Yes,True,,True,No,True,No,True,No,True,Yes,1,True,1,True,,True,,True,https://api.mwater.co/v3/images/136867be9d4e477e8a31f5df5f9e26f7; https://api.mwater.co/v3/images/f58e939747d34a31a782931b2024f96a; https://api.mwater.co/v3/images/1ec4fa09f743436fb144c4487b5a4ad6; https://api.mwater.co/v3/images/7caaef932c5e401a8ab55449f0767b78; https://api.mwater.co/v3/images/232d2782ca7c4ad38a25d25efaf9acfa,,Yes,0,,False,,,,"Yes, but not working",,,No,,4704212,,Limited,,Yes,4704212,,,,,,4704212,,,Limited,No,,Yes,,,No,,Komo,2018-08-03 14:27:42,11.1964236,-15.3345058
Limited,,Yes,,,,,,Improved,,,kingsley.chris,Final,Fredrik Asplund-6T99YZ041,435998,Health Centre Type C,Bijagos,Canhabaque,,,,966680155,,,,,,2016-03-29,0,,,2,,,1,,,0,,,,,,1,,,,,,0,,,,Protected dug well,"Yes, but it does not work",Solar pump from own waterpoint,10,PVC,,No ,"No, the tap inside does not give water",1,,"No, unimproved or no toilets at the facility",,False,,False,,False,,False,,False,,False,,False,Yes,1,True,1,True,,False,,False,https://api.mwater.co/v3/images/5758223723df4822a7fd6db0ae6d31f1; https://api.mwater.co/v3/images/6271fc1c302a49bba0f0679ed8e543bb; https://api.mwater.co/v3/images/d555a802bcf54ceaad56914ad6635641; https://api.mwater.co/v3/images/9e28cb2ae82940e4ac417735577009dc; https://api.mwater.co/v3/images/52803aa8661842439375ae4f5ca88f62,,Yes,0,,False,,,,No,,https://api.mwater.co/v3/images/06c0edae12fd4d66bb866e22939c3135,No,,435998,,Limited,,Yes,435998,,,,,,435998,,,No service,No,,Yes,,,No,,Canhabaque,2018-08-03 14:27:42,11.27269,-15.71726
Basic,Yes,Yes,Limited,,Unsafe,Unsafe,Limited,Improved,,Water is available on premises,kingsley.chris,Final,Fredrik Asplund-6T99YZ125,4704102,Health Centre Type C,Cacheu,Pelundo,,,,966737300,955406162,,,,,2016-03-29,0,,,1,,,1,,,0,,,,,,1,,,,,,0,,,6375339,Tubewell / borehole,"Yes, but it does not work",Hand pump to tank from own waterpoint ,4,Metal,On premises,No ,"No, the tap inside does not give water",3,,"Yes, at least one usable improved toilet",1,True,1,True,Yes,True,No,True,No,True,No,True,No,True,Yes,1,True,1,True,"No, there are no female-only toilets",True,No,True,,Yes,Yes,0,,False,Bins are present but don't meet all requirements,Open burning,Open burning,"Yes, but not working",,,No,,4704102,,Basic,Yes,Yes,4704102,,Limited,,Unsafe,Unsafe,4704102,,,Limited,Yes,No,Yes,No,,No,,Pilundo,2018-08-03 14:27:42,12.11216,-15.96528
Limited,,Yes,,,,,,Improved,,,kingsley.chris,Final,Fredrik Asplund-6T99YZ071,4703194,Regional Hospital,Bafata,Bafata,,,,955370560,,,,,,2016-03-29,11,,,30,,,3,,,4,,,,,,24,,,,,,2,,,6383255,Tubewell / borehole,"Yes, and it works",Solar pump from own waterpoint,12,Metal,,"Yes, observed","Yes, water comes from at least one tap",,,"No, unimproved or no toilets at the facility",,False,,False,,False,,False,,False,,False,,False,,,False,,False,,False,,False,,,Yes,0,,False,,,,"Yes, in use",,,No,,4703194,,Limited,,Yes,4703194,,,,,,4703194,,,No service,No,,,,,No,,Bafata,2018-08-03 14:27:42,12.16937,-14.659388
Basic,Yes,Yes,Limited,,Safe,Safe,Basic,Improved,,Water is available on premises,kingsley.chris,Final,Fredrik Asplund-6T99YZ094,4704339,Maternal/Child Health Clinic,Cacheu,Sao Domingos ,,,,955804837,,,,,,2016-03-29,2,,,1,,,1,,,0,,,,,,3,,,,,,1,,,6359339,Tubewell / borehole,"Yes, and it works",Solar pump from own waterpoint,2,PVC,On premises,"Yes, observed","Yes, water comes from at least one tap",20,17,"Yes, at least one usable improved toilet",1,True,1,True,Yes,True,No,True,No,True,No,True,Yes,True,Yes,1,True,1,True,"No, there are no female-only toilets",True,No,True,,Yes,Yes,1,1,True,Bins are present but don't meet all requirements,Incinerated (brick incinerator),Incinerated (brick incinerator),"Yes, in use",,,No,,4704339,,Basic,Yes,Yes,4704339,,Limited,,Safe,Safe,4704339,,,Limited,Yes,No,Yes,No,,No,,CMI Sao Domingos,2018-08-03 14:27:42,12.40065,-16.19874
Limited,,Yes,,,,,,Improved,,,kingsley.chris,Final,Fredrik Asplund-6T99YZ032,4704229,Health Centre Type C,Tombali,Sanconha,,,,,,,,,,2016-03-29,0,,,3,,,0,,,0,,,,,,1,,,,,,0,,,6407036,Tubewell / borehole,"Yes, and it works",Hand pump to tank from own waterpoint ,4,PEAD,,"Yes, observed","Yes, water comes from at least one tap",,,"No, improved toilets are present but not usable",1,True,1,True,Yes,True,,True,Yes,True,No,True,No,True,No,,False,,False,,True,,True,https://api.mwater.co/v3/images/1cfb97e2ebc943a7a9418a74b327e28e; https://api.mwater.co/v3/images/15cabb80dcb34ea49b9751256763df92,,Yes,0,,False,,,,No,,,No,,4704229,,Limited,,Yes,4704229,,,,,,4704229,,,Limited,No,,No,,,No,,Sanconha,2018-08-03 14:27:42,11.17068,-14.88691
Limited,,Yes,,,,,,Improved,,,kingsley.chris,Final,Fredrik Asplund-6T99YZ054,4704119,Health Centre Type C,SAB,Plack II,,,,966845275,,,,,,2016-03-29,1,,,7,,,4,,,2,,,,,,2,,,,,,1,,,,Piped water inside Health Center,"Yes, but it does not work",Directly from grid,0,No Reservoir,,No ,"No, the tap inside does not give water",9,,"Yes, at least one usable improved toilet",3,True,3,True,Yes,True,Yes,True,No,True,No,True,No,True,Yes,2,True,2,True,,True,,True,,,Yes,1,0,True,,,,"Yes, but not working",,,No,,4704119,,Limited,,Yes,4704119,,,,,,4704119,,,,Yes,,Yes,,,No,,Plack ii,2018-08-03 14:27:42,11.87612,-15.65367
Limited,,Yes,,,,,,Improved,,,kingsley.chris,Final,Fredrik Asplund-6T99YZ002,436054,Health Centre Type C,Gabu,Canjufa,,,,,955257929,,,,,2016-03-29,0,,,3,,,0,,,0,,,,,,2,,,,,,0,,,6370712,Tubewell / borehole,"Yes, and it works",Solar pump from own waterpoint,5,PEAD,,"Yes, observed","Yes, water comes from at least one tap",6,4,"No, unimproved or no toilets at the facility",,False,,False,,False,,False,,False,,False,,False,Yes,2,True,2,True,,False,,False,https://api.mwater.co/v3/images/f9060e47afe844d2a3ea1d2d191b6014,,Yes,0,,False,,,,"Yes, in use",,,No,,436054,,Limited,,Yes,436054,,,,,,436054,,,No service,No,,Yes,,,No,,Canjufa,2018-08-03 14:27:42,12.4348398,-14.1245889
,,,,,,,,Improved,,,kingsley.chris,Final,Fredrik Asplund-6T99YZ024,86688671,Health Centre Type C,Bafata,Ga-Gamamudo,,,,966918133,955351355,,,,,2016-03-29,0,,,3,,,0,,,1,,,,,,2,,,,,,0,,,6367592,Tubewell / borehole,"Yes, but it does not work",Solar pump from own waterpoint,1,Cement,,No ,"No, the tap inside does not give water",13,,"Yes, at least one usable improved toilet",1,True,1,True,,True,No,True,,True,,True,No,True,No,,False,,False,,True,,True,https://api.mwater.co/v3/images/c32350d1784c42e18b3a5ffe0f05f09e,,,0,,False,,,,"Yes, but not working",,https://api.mwater.co/v3/images/6120a131b1bd4b0ab8829ad74a46561f,No,,86688671,,,,,86688671,,,,,,86688671,,,Limited,Yes,,No,,,No,,Ga Mamudo Health Facility,2018-08-03 14:27:42,12.2710053117646,-14.7252655763236
No service,No,No,Limited,,Safe,Safe,Limited,Improved,,Water is available on premises,kingsley.chris,Final,Fredrik Asplund-6T99YZ079,4703321,Health Centre Type C,Biombo,Bijimita,,,,966709711,,,,,,2016-03-29,0,,,4,,,0,,,0,,,,,,1,,,,,,0,,,6386409,Tubewell / borehole,No,,,,On premises,No ,No taps inside,,,"No, unimproved or no toilets at the facility",,False,,False,,False,,False,,False,,False,,False,No,,False,,False,,False,,False,,"No, no hand hygiene stations are available","No, no handwashing facilities are available",0,,False,Bins are present but don't meet all requirements,Incinerated (brick incinerator),Incinerated (brick incinerator),"Yes, in use",,,No,,4703321,,No service,No,No,4703321,,Limited,,Safe,Safe,4703321,,,No service,No,,No,,,No,,Bijimita,2018-08-03 14:27:42,11.95421,-15.78438
,,,,,,,,Improved,,,kingsley.chris,Final,Fredrik Asplund-6T99YZ027,4703572,Health Centre Type C,Tombali,Calaque,,,,966139070,966572362,,,,,2016-03-29,0,,,2,,,0,,,0,,,,,,1,,,,,,0,,,,Tubewell / borehole,"Yes, but it does not work",Hand pump to tank from own waterpoint ,4,PEAD,,No ,"No, the tap inside does not give water",10,,"No, unimproved or no toilets at the facility",,False,,False,,False,,False,,False,,False,,False,No,,False,,False,,False,,False,https://api.mwater.co/v3/images/4a49ce6f92814b0688c21a3e7ada6f07,,,1,1,True,,,,"Yes, but not working",,https://api.mwater.co/v3/images/9cb26ef7a7f648f7b59ca0057d4f15f7,No,,4703572,,,,,4703572,,,,,,4703572,,,No service,No,,No,,,No,,Calaque,2018-08-03 14:27:42,11.033333,-15.069444
Limited,,Yes,,,,,,Improved,,,kingsley.chris,Final,Fredrik Asplund-6T99YZ016,4703871,Health Centre Type C,Farim,Guidage,,,,966784093,,,,,,2016-03-29,0,,,2,,,0,,,0,,,,,,1,,,,,,0,,,,Tubewell / borehole,"Yes, but it does not work",Solar pump from own waterpoint,5,PEAD,,No ,"No, the tap inside does not give water",13,,"No, unimproved or no toilets at the facility",,False,,False,,False,,False,,False,,False,,False,Yes,1,True,1,True,,False,,False,,,Yes,1,0,True,,,,"Yes, in use",,https://api.mwater.co/v3/images/142c60a15f3f4128aa6cb9451706e1c9,No,,4703871,,Limited,,Yes,4703871,,,,,,4703871,,,No service,No,,Yes,,,No,,Guidage,2018-08-03 14:27:42,12.53497,-15.425
Limited,,Yes,,,,,,Improved,,,kingsley.chris,Final,Fredrik Asplund-6T99YZ062,436085,Health Centre Type C,Gabu,Dandum,,,,955562356,,,,,,2016-03-29,0,,,2,,,0,,,0,,,,,,1,,,,,,0,,,,Tubewell / borehole,"Yes, but it does not work",Solar pump from own waterpoint,5,PEAD,,No ,"No, the tap inside does not give water",0,,"No, unimproved or no toilets at the facility",,False,,False,,False,,False,,False,,False,,False,Yes,1,True,1,True,,False,,False,https://api.mwater.co/v3/images/1b1932640ada4bbcaf9e8b109b4b37b3,,Yes,0,,False,,,,"Yes, but not working",,,No,,436085,,Limited,,Yes,436085,,,,,,436085,,,No service,No,,Yes,,,No,,Dandum,2018-08-03 14:27:42,11.72486,-14.2155
